587920573.6, -6.593328475952148, -5324.31494140625, 4183.9970703125
587920609.6, 197.95254516601562, -5215.650390625, 4313.66796875
587920629.6, 311.7218322753906, -5152.0048828125, 4382.615234375
587920649.6, 425.5209655761719, -5086.060546875, 4449.30908203125
587920669.6, 539.2984008789062, -5017.8515625, 4513.71533203125
587920689.6, 653.002685546875, -4947.41162109375, 4575.7998046875
587920709.6, 766.5822143554688, -4874.77734375, 4635.5322265625
587920729.6, 879.9853515625, -4799.98486328125, 4692.88037109375
587920749.6, 993.1604614257812, -4723.072265625, 4747.81591796875
587920769.6, 1106.0557861328125, -4644.078125, 4800.31005859375
587920789.6, 1218.6199951171875, -4563.04150390625, 4850.33642578125
587920809.6, 1330.80126953125, -4480.00341796875, 4897.869140625
587920829.6, 1442.5482177734375, -4395.00439453125, 4942.88330078125
587920849.6, 1553.8094482421875, -4308.0869140625, 4985.3564453125
587920869.6, 1664.5338134765625, -4219.2939453125, 5025.2666015625
587920889.6, 1774.670166015625, -4128.6689453125, 5062.59326171875
587920909.6, 1884.16748046875, -4036.256591796875, 5097.31689453125
587920929.6, 1992.9752197265625, -3942.102294921875, 5129.42041015625
587920949.6, 2101.042724609375, -3846.251953125, 5158.88720703125
587920969.6, 2208.31982421875, -3748.751953125, 5185.7021484375
587920989.6, 2314.756591796875, -3649.650390625, 5209.85107421875
587921009.6, 2420.302978515625, -3548.99462890625, 5231.32177734375
587921029.6, 2524.909912109375, -3446.833984375, 5250.103515625
587921049.6, 2628.5283203125, -3343.21728515625, 5266.18603515625
587921069.6, 2731.109130859375, -3238.195068359375, 5279.56201171875
587921089.6, 2832.6044921875, -3131.817138671875, 5290.22412109375
587921109.6, 2932.966064453125, -3024.13525390625, 5298.16650390625
587921129.6, 3032.146728515625, -2915.20068359375, 5303.38623046875
587921149.6, 3130.099365234375, -2805.0654296875, 5305.87939453125
587921169.6, 3226.777099609375, -2693.7822265625, 5305.64501953125
587921189.6, 3322.134033203125, -2581.404052734375, 5302.68359375
587921209.6, 3416.124755859375, -2467.984375, 5296.99658203125
587921229.6, 3508.7041015625, -2353.5771484375, 5288.5869140625
587921249.6, 3599.82763671875, -2238.236328125, 5277.45849609375
587921269.6, 3689.451416015625, -2122.0166015625, 5263.6171875
587921289.6, 3777.532470703125, -2004.9730224609375, 5247.07080078125
587921309.6, 3864.027587890625, -1887.1605224609375, 5227.82666015625
587921329.6, 3948.895263671875, -1768.634765625, 5205.89599609375
587921349.6, 4032.093994140625, -1649.4512939453125, 5181.28857421875
587921369.6, 4113.5830078125, -1529.6661376953125, 5154.01806640625
587921389.6, 4193.32275390625, -1409.335205078125, 5124.0986328125
587921409.6, 4271.2734375, -1288.514892578125, 5091.544921875
587921429.6, 4347.39697265625, -1167.26171875, 5056.37353515625
587921449.6, 4421.65576171875, -1045.6319580078125, 5018.60302734375
587921469.6, 4494.0126953125, -923.6822509765625, 4978.2529296875
587921489.6, 4564.431640625, -801.4693603515625, 4935.34375
587921509.6, 4632.87744140625, -679.0498657226562, 4889.8974609375
587921529.6, 4699.31591796875, -556.48046875, 4841.93701171875
587921549.6, 4763.712890625, -433.81781005859375, 4791.48779296875
587921569.6, 4826.03564453125, -311.1185302734375, 4738.5751953125
587921589.6, 4886.2529296875, -188.4391632080078, 4683.2265625
587921609.6, 4944.33349609375, -65.83615112304688, 4625.47021484375
587921629.6, 5000.2470703125, 56.63420486450195, 4565.3359375
587921649.6, 5053.96533203125, 178.91574096679688, 4502.8544921875
587921669.6, 5105.45947265625, 300.9524841308594, 4438.05810546875
587921689.6, 5154.70263671875, 422.6886291503906, 4370.97998046875
587921709.6, 5201.6689453125, 544.0686645507812, 4301.65478515625
587921729.6, 5246.3330078125, 665.0372924804688, 4230.11767578125
587921749.6, 5288.67041015625, 785.5394287109375, 4156.40576171875
587921769.6, 5328.65869140625, 905.5204467773438, 4080.556884765625
587921789.6, 5366.27587890625, 1024.926025390625, 4002.60986328125
587921809.6, 5401.5, 1143.701904296875, 3922.604736328125
587921829.6, 5434.31201171875, 1261.794677734375, 3840.5830078125
587921849.6, 5464.69287109375, 1379.151123046875, 3756.58642578125
587921869.6, 5492.625, 1495.71826171875, 3670.658447265625
587921889.6, 5518.09130859375, 1611.44384765625, 3582.84326171875
587921909.6, 5541.07666015625, 1726.2760009765625, 3493.185546875
587921929.6, 5561.56640625, 1840.163330078125, 3401.732177734375
587921949.6, 5579.546875, 1953.0550537109375, 3308.529541015625
587921969.6, 5595.0068359375, 2064.90087890625, 3213.625732421875
587921989.6, 5607.93505859375, 2175.65087890625, 3117.069580078125
587922009.6, 5618.3212890625, 2285.256103515625, 3018.910888671875
587922029.6, 5626.1572265625, 2393.66796875, 2919.2001953125
587922049.6, 5631.4345703125, 2500.8388671875, 2817.98828125
587922069.6, 5634.1484375, 2606.720947265625, 2715.327880859375
587922089.6, 5634.2919921875, 2711.268310546875, 2611.271240234375
587922109.6, 5631.86279296875, 2814.434814453125, 2505.872314453125
587922129.6, 5626.85693359375, 2916.17529296875, 2399.18505859375
587922149.6, 5619.27392578125, 3016.445556640625, 2291.264404296875
587922169.6, 5609.11181640625, 3115.20166015625, 2182.165771484375
587922189.6, 5596.373046875, 3212.401123046875, 2071.945556640625
587922209.6, 5581.05859375, 3308.001953125, 1960.660400390625
587922229.6, 5563.171875, 3401.96240234375, 1848.3673095703125
587922249.6, 5542.7177734375, 3494.24267578125, 1735.124267578125
587922269.6, 5519.701171875, 3584.802734375, 1620.989501953125
587922289.6, 5494.12939453125, 3673.6044921875, 1506.0216064453125
