  0.00  2.15  1.47
  3.75 14.17  3.76
  7.50 10.19  3.19
 11.25 13.88  3.73
 15.00  8.26  2.87
 18.75  4.44  2.11
 22.50  0.29  0.54
 26.25  2.27  1.51
 30.00  2.17  1.47
 33.75  2.15  1.47
 37.50  0.05  0.23
 41.25  2.15  1.47
 45.00  0.05  0.23
