 145.106      6.186    -10.736    144.577     15.859     -7.735      6.801    -12.060
  37.705    -29.992      8.068     21.379    194.204     31.331     -6.530    191.548
 135.899    -10.095    -18.750    134.220     19.754      7.916     16.493     -7.450
  51.379     24.389     39.815    -21.440     64.789    -25.861    -39.027    -44.786
 291.655     -1.310     32.876   -289.794     60.837      0.141    -33.676    -50.666
  38.551    -34.344      9.425    -14.760     62.866     33.412    -10.591     52.188
  80.721     22.853    -38.100    -67.395    134.150    -23.057     38.227   -126.504
  95.993    -44.779     -1.914    -84.887     71.463     45.501      3.262    -55.009
 255.967    -22.048     -9.382   -254.843     26.433     22.224      3.592    -13.853
  54.651    -28.112     17.097    -43.636    261.179     28.952    -16.030   -259.074
 363.683     -6.378    -18.009    363.181     28.902      6.669     21.644     17.955
  72.287      5.406     30.016    -65.538     34.546     -5.989    -30.960     14.108
  49.669    -33.543     30.306     20.576     56.679     35.120    -27.024     35.338
 180.537    -27.966    -24.725   -176.635     55.114     23.772     28.199    -40.955
 351.084    -17.917      5.216    350.588     28.767     17.577     -7.488     21.507
  35.128     26.805    -22.662     -1.368     76.775    -28.052     21.698    -68.093
  65.352      1.768    -42.622    -49.509     45.054     -0.896     43.394    -12.084
 341.472     -9.180     28.435   -340.162     52.259      7.341    -28.923    -42.902
  31.163     -3.717     30.264     -6.431    122.326      4.487    -32.039   -117.971
  84.241     18.705     12.972     81.107     24.012    -16.904    -16.821     -2.803
  49.682    -44.866     -6.449     20.340     52.714     45.859      5.689     25.365
  34.230      2.757      1.653    -34.079     63.046     -1.774     -0.457     63.019
 166.147     33.790    -10.502   -162.335     51.894    -35.398     12.410    -35.860
  69.400    -19.545     22.519    -62.668     33.301     18.521    -26.375      8.382
 141.602     -8.435    -45.597    133.795    165.292      4.445     43.558    159.387
  44.792     43.991      8.171      2.094     46.285    -43.581     -9.686     12.213
 113.939     27.346    -40.875    102.779    124.387    -27.445     38.415    115.079
  69.243    -35.328    -12.334    -58.261     38.111     35.735     13.022      2.419
  67.494     30.528      3.765    -60.078     33.452    -28.647     -2.590     17.078
 156.524    -45.109      9.850   -149.559    101.429     43.763    -10.261    -90.925
 269.312     39.560    -20.530    265.598    159.777    -38.839     18.916    153.826
  61.555    -17.440     33.129     48.860    200.379     16.383    -33.476    196.882
 148.459      2.766     42.108   -142.335    111.387     -1.538    -44.348   -102.167
  33.861     -3.988    -31.154    -12.653    128.815      7.499     32.517   -124.418
 193.856    -23.898     35.184   -189.133    360.267     21.367    -34.610   -357.963
  60.172     -5.171    -31.795     50.823     36.223      2.207     31.405    -17.916
  94.961    -29.593     33.268    -83.876     61.869     27.387    -34.623    -43.347
  89.804     -5.201     45.835    -77.051    104.219      9.017    -42.713    -94.635
  26.503     25.846     -5.848      0.434    129.658    -22.158      7.263   -127.544
 179.824     23.996    -35.302   -174.684    358.376    -24.817     38.183   -355.471
  21.560     12.502     17.509     -1.407    159.465    -13.378    -16.466    158.048
  65.050     -5.601     45.100     46.542     93.315      2.905    -43.335     82.591
  67.063      8.904     34.243     56.969     36.309    -10.352    -34.064     -7.125
 143.293     -6.770    -43.549   -136.347     91.584      6.865     42.516    -80.827
  49.518     36.912     29.559     14.689     46.367    -33.532    -26.580     17.861
  44.327     10.422    -25.793    -34.510     47.929     -9.377     27.479     38.134
  36.289    -30.853     17.883     -6.720     97.586     29.894    -16.081    -91.492
  29.932     -6.568     21.524     19.736     74.989      8.663    -22.167    -71.113
  67.241    -20.393    -12.751    -62.793     34.223     20.399     12.229     24.608
  55.035     34.345     24.295    -35.483     44.133    -35.471    -25.034     -7.932
  64.195    -18.369    -41.225     45.651     83.089     18.664     42.044     69.193
  41.504     -9.643     39.633      7.670     45.642      9.720    -39.534    -20.635
  89.479     39.364     12.805     79.328     84.830    -37.995    -16.071     74.123
  45.280      5.216     43.266    -12.293     50.156     -7.044    -43.692    -23.602
  64.705      5.916     44.389     46.705     85.048     -1.494    -43.523     73.053
  78.844     16.241    -37.357     67.506     41.035    -14.491     37.602      7.741
  80.350     44.307     14.236    -65.500     70.667    -42.139    -14.657    -54.803
 137.271     30.583     -7.306    133.621     34.588    -31.347      7.965     12.258
  49.819     13.784     35.326    -32.311     70.555     -8.565    -31.837    -62.378
 292.805     16.425      0.424   -292.344     16.303    -15.882      1.771     -3.227
  53.128     34.359     13.035    -38.367     35.983    -33.290    -11.879     -6.744
 205.890     43.548     -6.425    201.129    193.539    -43.828      8.252    188.330
 263.357    -27.820      1.087    261.882     39.559     28.587     -0.867     27.331
  48.294     40.316     -9.180     24.953     65.262    -39.175     10.555     51.118
  78.711      8.553     15.572     76.680     27.475     -9.664    -14.520    -21.229
  51.306     40.964     16.247     26.272     41.418    -36.999    -16.234     -9.111
 121.728     23.475     36.274    113.802     99.186    -23.951    -41.324     86.929
  36.726      6.783    -33.073     14.455    126.635     -3.164     35.560    121.499
  32.597    -20.766     23.990     -7.472     83.178     20.911    -24.248     76.768
  75.579     39.732      5.765     64.034     40.085    -39.152     -5.158      6.878
  61.228      9.469    -43.644     41.887     80.482     -9.010     44.095     66.722
 118.171     22.615     -8.226   -115.695     24.461    -22.331      7.050      7.068
  52.384     18.908      0.453    -48.851     38.500    -23.021      2.653     30.745
  57.462     22.291    -37.516    -37.384     63.815    -24.259     37.656    -45.452
 154.498    -22.584     29.395    149.985     52.202     24.033    -29.546     35.700
  12.136     -5.398    -10.378     -3.234    448.495      3.035      9.364   -448.387
 207.207     17.133     -0.918   -206.495     16.888    -15.090      7.269      2.157
  32.211     12.102     22.934    -19.107    272.334    -13.547    -23.086   -271.015
 180.180    -46.202    -12.559    173.702    100.541     47.021     13.604     87.820
  65.904    -18.242     35.057    -52.741     39.034     15.338    -35.770      2.984
  41.496     29.958     28.711     -0.314     51.713    -32.961    -30.363    -25.805
  57.241     45.033    -10.283     33.805     57.790    -44.428      8.055     36.068
  43.956     40.870     -2.510    -15.986     77.942    -43.750      0.928    -64.499
  41.478    -39.323     -1.183    -13.141     54.826     36.950     -3.197     40.378
  27.680     21.350     17.234      3.652    150.575    -21.754    -15.350    148.203
  57.089    -23.603    -23.976    -46.121     37.732     23.101     26.728     13.254
  23.619    -23.033      0.488     -5.206    180.105     25.641      0.424   -178.270
 132.804      9.036      3.665   -132.446     18.824    -10.135     -0.249     15.861
  36.667     -6.645     15.125     32.734     57.709      6.113    -15.871    -55.146
  85.545     26.847     35.994     72.813     47.756    -22.658    -35.446     22.601
  27.956     24.542     11.007     -7.623    111.535    -22.204     -9.414    108.896
  63.077     -2.208     -9.717    -62.285     21.566     -0.332     13.541     16.782
  64.555     25.011     20.539    -55.856     35.504    -22.440    -22.017     16.499
  42.440    -29.813    -28.517      9.958     51.432     28.541     30.839    -29.658
  82.516     12.124     17.305    -79.765     24.907     -7.985    -12.424     20.055
  55.766      2.062     14.465    -53.818     38.232     -1.322    -16.965     34.236
  40.397    -13.242     32.428     20.123    119.821     12.629    -37.505    113.097
  44.998     17.991     -9.380    -40.164     45.128    -19.674      9.749     39.426
 168.902    -31.276    -29.441   -163.349    105.203     30.877     33.129    -94.956
  41.757     12.101    -39.965      0.055     60.472    -15.439     41.538    -41.148
  35.234      8.980    -23.598    -24.575     59.125     -7.311     25.290     52.941
  62.624    -28.706    -13.098     54.094     34.652     26.964     14.117    -16.564
  34.218     33.429      7.296     -0.386    104.116    -31.285     -8.303    -98.957
